DataSetID|EntitySortOrder|ColumnPosition|AttributeID|AttributeName|AttributeLabel|Description|StorageType|MeasurementScaleDomainID|FormatString|PrecisionDateTime|Enumeration_xml|TextPatternDefinition|Unit|PrecisionNumeric|NumberType|Bounds_xml|MissingValueCode_xml
2001|4|164|patch_163|Patch 163|Patch 163|Count of fishes of this species observed in this patch.||nominalText||||Label|||||
2001|4|165|patch_164|Patch 164|Patch 164|Count of fishes of this species observed in this patch.||nominalText||||Label|||||
2001|4|166|patch_165|Patch 165|Patch 165|Count of fishes of this species observed in this patch.||nominalText||||Label|||||
2001|4|167|patch_166|Patch 166|Patch 166|Count of fishes of this species observed in this patch.||nominalText||||Label|||||
2001|4|168|patch_167|Patch 167|Patch 167|Count of fishes of this species observed in this patch.||nominalText||||Label|||||
2001|4|169|patch_168|Patch 168|Patch 168|Count of fishes of this species observed in this patch.||nominalText||||Label|||||
2001|4|170|patch_169|Patch 169|Patch 169|Count of fishes of this species observed in this patch.||nominalText||||Label|||||
2001|4|171|patch_170|Patch 170|Patch 170|Count of fishes of this species observed in this patch.||nominalText||||Label|||||
2001|4|172|patch_171|Patch 171|Patch 171|Count of fishes of this species observed in this patch.||nominalText||||Label|||||
2001|4|173|patch_172|Patch 172|Patch 172|Count of fishes of this species observed in this patch.||nominalText||||Label|||||
2001|4|174|patch_173|Patch 173|Patch 173|Count of fishes of this species observed in this patch.||nominalText||||Label|||||
2001|4|175|patch_174|Patch 174|Patch 174|Count of fishes of this species observed in this patch.||nominalText||||Label|||||
2001|4|176|patch_175|Patch 175|Patch 175|Count of fishes of this species observed in this patch.||nominalText||||Label|||||
2001|4|177|patch_176|Patch 176|Patch 176|Count of fishes of this species observed in this patch.||nominalText||||Label|||||
2001|4|178|patch_177|Patch 177|Patch 177|Count of fishes of this species observed in this patch.||nominalText||||Label|||||
2001|4|179|patch_178|Patch 178|Patch 178|Count of fishes of this species observed in this patch.||nominalText||||Label|||||
2001|4|180|patch_179|Patch 179|Patch 179|Count of fishes of this species observed in this patch.||nominalText||||Label|||||
2001|4|181|patch_180|Patch 180|Patch 180|Count of fishes of this species observed in this patch.||nominalText||||Label|||||
2001|4|182|patch_181|Patch 181|Patch 181|Count of fishes of this species observed in this patch.||nominalText||||Label|||||
2001|4|183|patch_182|Patch 182|Patch 182|Count of fishes of this species observed in this patch.||nominalText||||Label|||||
2001|4|184|patch_183|Patch 183|Patch 183|Count of fishes of this species observed in this patch.||nominalText||||Label|||||
2001|4|185|patch_184|Patch 184|Patch 184|Count of fishes of this species observed in this patch.||nominalText||||Label|||||
2001|4|186|patch_185|Patch 185|Patch 185|Count of fishes of this species observed in this patch.||nominalText||||Label|||||
2002|1|1|PAR.time|time|Time|Time of day in Moorea local time.|time|dateTime|hh:mm|1 Minute|||||||
2002|1|2|PAR.date|date|Date|Date of Observation as YYYY-MM-DD|date|dateTime|YYYY-MM-DD|1 Year|||||||
2002|2|1|PI_surface_mass.coral_id|coral_id|Coral ID|Coral ID number matching the Photosynthesis Irradiance table.|integer|ordinalText|||||||||
2002|3|1|PI_O2.coral_id|coral_id|Coral ID|Coral ID number matching the Surface Area and Mass table.|integer|ordinalText|||||||||
2002|5|1|tissue.coral_id|coral_id|Coral ID|Coral ID number.|string|ordinalText|||||||||
2002|6|1|calcification.coral_id|coral_id|Coral ID|Coral ID letter (A through Z).|string|ordinalText|||||||||
2002|6|7|calcification.notes|notes|Notes|Any conditions to be noted.|string|nominalText||||any text|||||<missingValueCode><code>NA</code><codeExplanation>No notes</codeExplanation></missingValueCode>
2003|1|1|1329173706209_location|Location|Location|Name of study site. Longitude and latitude coordinates are given for each study site in a separate file.|string|nominalEnum|||<codeDefinition><code>Afareitu</code><definition>Afareitu</definition></codeDefinition><codeDefinition><code>Ahi</code><definition>Ahi</definition></codeDefinition><codeDefinition><code>Aroa</code><definition>Aroa</definition></codeDefinition><codeDefinition><code>Hilton</code><definition>Hilton</definition></codeDefinition><codeDefinition><code>LTER1</code><definition>LTER 1</definition></codeDefinition><codeDefinition><code>Maatea</code><definition>Maatea</definition></codeDefinition><codeDefinition><code>Temae1a</code><definition>Temae1a</definition></codeDefinition><codeDefinition><code>Temae1b</code><definition>Temae1b</definition></codeDefinition><codeDefinition><code>Temae1c</code><definition>Temae1c</definition></codeDefinition><codeDefinition><code>Temae1d</code><definition>Temae1d</definition></codeDefinition>||||||
2003|1|6|1329173706214|Rubble|Rubble ID|Rubble ID number for a given quadrat (or replicate). The length of the rubble was measured if it had a Diadema individual on it--this provides the number of rubbles associated with having an urchin on it. The highest number for "Rubble" for a given quadrat (or replicate) is the total number of rubble pieces that had a Diadema individual on it.|string|nominalText||||text|||||<missingValueCode><code>NA</code><codeExplanation>Either did not take rubble information (in the beginning of the survey date) or an individual was not found on a rubble.</codeExplanation></missingValueCode>
2003|2|1|1329175705997|Location|Location|Location of study site. Names correspond to other data tables with same names.|string|nominalEnum|||<codeDefinition><code>Afareitu</code><definition>Afareitu</definition></codeDefinition><codeDefinition><code>Ahi</code><definition>Ahi</definition></codeDefinition><codeDefinition><code>Aroa</code><definition>Aroa</definition></codeDefinition><codeDefinition><code>Hilton</code><definition>Hilton</definition></codeDefinition><codeDefinition><code>LTER1</code><definition>LTER 1</definition></codeDefinition><codeDefinition><code>Maatea</code><definition>Maatea</definition></codeDefinition><codeDefinition><code>Temae1a</code><definition>Temae1a</definition></codeDefinition><codeDefinition><code>Temae1b</code><definition>Temae1b</definition></codeDefinition><codeDefinition><code>Temae1c</code><definition>Temae1c</definition></codeDefinition><codeDefinition><code>Temae1d</code><definition>Temae1d</definition></codeDefinition>||||||
2003|2|5|1329175706001|Transect|Transect ID|Transect ID: three transects, each transect was 20-meters long with an individual tethered at every other meter for a total of 10 individuals per transect.|string|nominalEnum|||<codeDefinition><code>A</code><definition>Transect 1</definition></codeDefinition><codeDefinition><code>B</code><definition>Transect 2</definition></codeDefinition><codeDefinition><code>C</code><definition>Transect 3</definition></codeDefinition>||||||
2003|2|7|1329175706003|Oppenness|Openness|"Oppenness" is where the individual was the last time I saw the individual in relation to shelters and aggregations.|string|nominalEnum|||<codeDefinition><code>O</code><definition>An individual was out in the open (i.e. not in a shelter or part of an aggregation)</definition></codeDefinition><codeDefinition><code>C</code><definition>An individual was in a shelter</definition></codeDefinition><codeDefinition><code>AC</code><definition>An individual was close to an aggregation or a shelter but was not part of an aggregation nor inside the shelter</definition></codeDefinition><codeDefinition><code>A</code><definition>An individual was part of an aggregation</definition></codeDefinition><codeDefinition><code>NA</code><definition>Did not observe where the individual was before it died</definition></codeDefinition><codeDefinition><code>ON</code><definition>Individual was out in the open but was near an aggregation</definition></codeDefinition><codeDefinition><code>OC</code><definition>Individual was out in the open but was near a shelter</definition></codeDefinition>||||||
2003|3|1|1329176091620|Location|Location|Name of study site: name corresponds to "Location" of other data tables.|string|nominalEnum|||<codeDefinition><code>Afareitu</code><definition>Afareitu</definition></codeDefinition><codeDefinition><code>Ahi</code><definition>Ahi</definition></codeDefinition><codeDefinition><code>Aroa</code><definition>Aroa</definition></codeDefinition><codeDefinition><code>Hilton</code><definition>Hilton</definition></codeDefinition><codeDefinition><code>LTER1</code><definition>LTER 1</definition></codeDefinition><codeDefinition><code>Maatea</code><definition>Maatea</definition></codeDefinition><codeDefinition><code>Temae1a</code><definition>Temae1a</definition></codeDefinition><codeDefinition><code>Temae1b</code><definition>Temae1b</definition></codeDefinition><codeDefinition><code>Temae1c</code><definition>Temae1c</definition></codeDefinition><codeDefinition><code>Temae1d</code><definition>Temae1d</definition></codeDefinition>||||||
2004|1|1|SeaFET_pH_calculations.status|Status|Status|Notes on deployment status. The calibration row is "standardization".|string|nominalEnum|||<codeDefinition><code>standardization</code><definition>A special row of data used to set the calibration constants.</definition></codeDefinition><codeDefinition><code>deployed</code><definition>During deployment.</definition></codeDefinition><codeDefinition><code>discrete sample taken</code><definition>The timestamp coincident with the bottle sample collection for calibration.</definition></codeDefinition>||||||
2003|4|1|1329176435232|Date|Date|Date of observation in the austral winter of 2010. Measurements were made weekly in a laboratory setting.|date|dateTime|YYYY-MM-DD|nominalDay|||||||
2003|1|2|1329173706210_date|Date|Date|Date of survey in 2010|date|dateTime|YYYY-MM-DD|nominalDay|||||||
2004|1|2|SeaFET_pH_calculations.time_stamp|Time_Stamp|UTC Timestamp|Date and time as YYYY-MM-DD hh:mm:ss in UTC recorded by the instrument, set just before deployment.|string|dateTime|YYYY-MM-DD hh:mm|1 minute|||||||
2004|2|1|SeaFET_pH_smoothed.time_stamp|Time_Stamp|Time Stamp|Date and time in YYYY-MM-DD hh:mm:ss format recorded on instrument.|dateTime|dateTime|YYYY-MM-DD hh:mm:ss|1 second|||||||
2004|3|1|SeaFet_pH_CO2CALC.sample_ID|Sample_ID|SampleID|Identifier for sample created by user|string|nominalText||||integer as text|||||
2004|3|2|SeaFet_pH_CO2CALC.name|Name|Name|Alternative name for sample created by user|string|nominalText||||any text|||||
2004|3|48|SeaFET_pH_CO2CALC.co2_constants|CO2_Constants|CO2Constants|Dissociation constants selected by user. (This dataset uses K1, K2 from Hansson, 1973 refit by Dickson and Millero, 1987 exclusively.)|string|nominalEnum|||<codeDefinition><code>K1, K2, fro Roy et al., 1993</code><definition>K1, K2, fro Roy et al., 1993</definition></codeDefinition><codeDefinition><code>K1, K2 from Goyet and Poisson, 1989</code><definition>K1, K2 from Goyet and Poisson, 1989</definition></codeDefinition><codeDefinition><code>K1, K2 from Hansson, 1973 refit by Dickson and Millero, 1987</code><definition>K1, K2 from Hansson, 1973 refit by Dickson and Millero, 1987</definition></codeDefinition><codeDefinition><code>K1, K2 from Mehrbach et al., 1973 refit by Dickson and Millero, 1987</code><definition>K1, K2 from Mehrbach et al., 1973 refit by Dickson and Millero, 1987</definition></codeDefinition><codeDefinition><code>K1, K2 from Hansson and Mehrbach refit by Dickson and Millero, 1987</code><definition>K1, K2 from Hansson and Mehrbach refit by Dickson and Millero, 1987</definition></codeDefinition><codeDefinition><code>GEOSECS constants (NBS scale); K1, K2 from Mehrbach et al., 1973</code><definition>GEOSECS constants (NBS scale); K1, K2 from Mehrbach et al., 1973</definition></codeDefinition><codeDefinition><code>Constants from Peng et al. (NBS scale); K1, K2 from Mehrbach et al., 1973</code><definition>Constants from Peng et al. (NBS scale); K1, K2 from Mehrbach et al., 1973</definition></codeDefinition><codeDefinition><code>Salinity = 0 (freshwater); K1, K2 from Millero et al., 1979</code><definition>Salinity = 0 (freshwater); K1, K2 from Millero et al., 1979</definition></codeDefinition><codeDefinition><code>Mojica Prieto, 2000</code><definition>Mojica Prieto, 2000</definition></codeDefinition><codeDefinition><code>Mojica prieto, 2000 corrected for fC02</code><definition>Mojica prieto, 2000 corrected for fC02</definition></codeDefinition><codeDefinition><code>Mojica prieto, 2000 corrected for TC02</code><definition>Mojica prieto, 2000 corrected for TC02</definition></codeDefinition><codeDefinition><code>Millero, 2006</code><definition>Millero, 2006</definition></codeDefinition><codeDefinition><code>Leuker et al., 2000</code><definition>Leuker et al., 2000</definition></codeDefinition><codeDefinition><code>Millero, 2010</code><definition>Millero, 2010</definition></codeDefinition>||||||
2004|3|49|SeaFET_pH_CO2CALC.co2_KHSO4|KHSO4|KHSO4|Dissociation constant selected by user|string|nominalEnum|||<codeDefinition><code>Dickson (1990b)</code><definition>Dickson (1990b)</definition></codeDefinition><codeDefinition><code>Khoo et al. (1977)</code><definition>Khoo et al. (1977)</definition></codeDefinition>||||||
2004|3|50|SeaFET_pH_CO2CALC.co2_pH_scale|pH_Scale|User-selected scale for pH units|TODO|string|nominalEnum|||<codeDefinition><code>Total scale (mol/kgSW)</code><definition>Total scale (mol/kgSW)</definition></codeDefinition><codeDefinition><code>Seawater scale (mol/kgSW)</code><definition>Seawater scale (mol/kgSW)</definition></codeDefinition><codeDefinition><code>Free scale (mol/kgSW)</code><definition>Free scale (mol/kgSW)</definition></codeDefinition><codeDefinition><code>NBS scale (mol/kgSW)</code><definition>NBS scale (mol/kgSW)</definition></codeDefinition>||||||
2004|3|51|SeaFET_pH_CO2CALC.air_sea_flux|Air_Sea_Flux|Air-Sea Flux|Constant selected by user|string|nominalEnum|||<codeDefinition><code>Wanninkhof, 1992</code><definition>Wanninkhoff, 1992</definition></codeDefinition><codeDefinition><code>Nightingale et al., 2000</code><definition>Nightingale et al., 2000</definition></codeDefinition><codeDefinition><code>Ho et al., 2006</code><definition>Ho et al., 2006</definition></codeDefinition>||||||
2004|3|52|SeaFET_pH_CO2CALC.windspeed_units|Windspeed_units|Windspeed Units|Units of windspeed; either knots or meters per second|string|nominalEnum|||<codeDefinition><code>m/s</code><definition>Meters per second</definition></codeDefinition><codeDefinition><code>knots</code><definition>knots</definition></codeDefinition>||||||
2004|3|53|SeaFET_pH_CO2CAC.comment|Comment|Comment|User notes|string|nominalText||||any text|||||
21|1|1|demzoo.date|Date|Date|Date of observation in YYYY-MM-DD format, Moorea local date.|integer|dateTime|YYYY-MM-DD|1 Day|||||||
21|1|2|demzoo.sample_id|Sample_ID|Sample ID|Sample identifier number.|integer|nominalText||||integer as text|||||
21|1|3|demzoo.location|Location|Location ID|Location identifier: which habitat within the LTER 1 site.|string|nominalEnum|||<codeDefinition><code>LTER 1 Backreef</code><definition>Backreef in the LTER 1 site on the north shore.</definition></codeDefinition><codeDefinition><code>LTER 1 Fringereef</code><definition>Fringing reef in the LTER 1 site on the north shore.</definition></codeDefinition>||||||
21|1|6|demzoo.bottom_type|Bottom_type|Bottom type under trap|Bottom type under trap (sand, and/or rubble, sandy pavement).|string|nominalEnum|||<codeDefinition><code>sand</code><definition>sand</definition></codeDefinition><codeDefinition><code>rubble</code><definition>rubble.</definition></codeDefinition><codeDefinition><code>rubble and sand</code><definition>rubble and sand.</definition></codeDefinition><codeDefinition><code>sandy pavement</code><definition>sandy pavement.</definition></codeDefinition>||||||
21|1|26|demzoo.notes|notes|Notes|Notes on conditions or location.|string|nominalText||||text|||||
3|1|1|year_id|Year|Year|Year data collected in YYYY format|integer|dateTime|YYYY|1 year|||||||
30|1|2|year2|year|year|4 digit year|integer|dateTime|YYYY|1|||||||<missingValueCode><code>9999</code><codeExplanation>not available</codeExplanation></missingValueCode>
30|1|3|month3|month|month|2 digit month|integer|dateTime|MM|1|||||||<missingValueCode><code>9999</code><codeExplanation>not available</codeExplanation></missingValueCode>
30|2|1|d_time_local|time_local|Moorea local time|Moorea local time string (YYYY-MM-DD hh:mm:ss) at start of bin|datetime|dateTime|YYYY-MM-DD hh:mm:ss|1|||||||
30|2|2|d_time_utc|time_utc|Time UTC|UTC time string (YYYY-MM-DD hh:mm:ss) at start of bin|datetime|dateTime|YYYY-MM-DD hh:mm:ss|1|||||||
30|3|1|w_time_local|time_local|Moorea local time|Moorea local time string (YYYY-MM-DD hh:mm:ss) at start of bin|datetime|dateTime|YYYY-MM-DD hh:mm:ss|1|||||||
30|3|2|w_time_utc|time_utc|Time UTC|UTC time string (YYYY-MM-DD hh:mm:ss) at start of bin|datetime|dateTime|YYYY-MM-DD hh:mm:ss|1|||||||
4005|3|24|deployment.StartPointA|StartPointA|StartPointA|StartPointA information from file header for this deployment.|string|nominalText||||text|||||
30|4|1|m_time_local|time_local|Moorea local time|Moorea local time string (YYYY-MM-DD hh:mm:ss) at start of bin|datetime|dateTime|YYYY-MM-DD hh:mm:ss|1|||||||
30|4|2|m_time_utc|time_utc|Time UTC|UTC time string (YYYY-MM-DD hh:mm:ss) at start of bin|datetime|dateTime|YYYY-MM-DD hh:mm:ss|1|||||||
4005|3|25|deployment.StartPointB|StartPointB|StartPointB|StartPointB information from file header for this deployment.|string|nominalText||||text|||||
30|5|1|y_time_local|time_local|Moorea local time|Moorea local time string (YYYY-MM-DD hh:mm:ss) at start of bin|datetime|dateTime|YYYY-MM-DD hh:mm:ss|1|||||||
30|5|2|y_time_utc|time_utc|Time UTC|UTC time string (YYYY-MM-DD hh:mm:ss) at start of bin|datetime|dateTime|YYYY-MM-DD hh:mm:ss|1|||||||
4005|3|26|deployment.Channel_Count|Channel_Count|Channel_Count|Channel_Count information from file header for this deployment.|string|nominalText||||text|||||
31|1|2|year2|year|year|4 digit year|integer|dateTime|YYYY|1|||||||<missingValueCode><code>9999</code><codeExplanation>not available</codeExplanation></missingValueCode>
31|1|3|month3|month|month|2 digit month|integer|dateTime|MM|1|||||||<missingValueCode><code>9999</code><codeExplanation>not available</codeExplanation></missingValueCode>
4005|3|27|deployment.Cycle_Unit|Cycle_Unit|Cycle_Unit|Cycle_Unit information from file header for this deployment.|string|nominalText||||text|||||
31|2|1|d_time_local|time_local|Moorea local time|Moorea local time string (YYYY-MM-DD hh:mm:ss) at start of bin|datetime|dateTime|YYYY-MM-DD hh:mm:ss|1|||||||
2004|3|3|SeaFET_pH_CO2CALC.time|Time|time|Time when sample was collected in hh:mm:ss format recorded on instrument.|time|dateTime|hh:mm:ss|1 second|||||||
31|2|2|d_time_utc|time_utc|Time UTC|UTC time string (YYYY-MM-DD hh:mm:ss) at start of bin|datetime|dateTime|YYYY-MM-DD hh:mm:ss|1|||||||
31|3|1|w_time_local|time_local|Moorea local time|Moorea local time string (YYYY-MM-DD hh:mm:ss) at start of bin|datetime|dateTime|YYYY-MM-DD hh:mm:ss|1|||||||
31|3|2|w_time_utc|time_utc|Time UTC|UTC time string (YYYY-MM-DD hh:mm:ss) at start of bin|datetime|dateTime|YYYY-MM-DD hh:mm:ss|1|||||||
31|4|1|m_time_local|time_local|Moorea local time|Moorea local time string (YYYY-MM-DD hh:mm:ss) at start of bin|datetime|dateTime|YYYY-MM-DD hh:mm:ss|1|||||||
31|4|2|m_time_utc|time_utc|Time UTC|UTC time string (YYYY-MM-DD hh:mm:ss) at start of bin|datetime|dateTime|YYYY-MM-DD hh:mm:ss|1|||||||
31|5|1|y_time_local|time_local|Moorea local time|Moorea local time string (YYYY-MM-DD hh:mm:ss) at start of bin|datetime|dateTime|YYYY-MM-DD hh:mm:ss|1|||||||
31|5|2|y_time_utc|time_utc|Time UTC|UTC time string (YYYY-MM-DD hh:mm:ss) at start of bin|datetime|dateTime|YYYY-MM-DD hh:mm:ss|1|||||||
32|1|2|year2|year|year|4 digit year|integer|dateTime|YYYY|1|||||||<missingValueCode><code>9999</code><codeExplanation>not available</codeExplanation></missingValueCode>
32|1|3|month3|month|month|2 digit month|integer|dateTime|MM|1|||||||<missingValueCode><code>9999</code><codeExplanation>not available</codeExplanation></missingValueCode>
4005|3|28|deployment.Time_Unit|Time_Unit|Time_Unit|Time_Unit information from file header for this deployment.|string|nominalText||||text|||||
32|2|1|d_time_local|time_local|Moorea local time|Moorea local time string (YYYY-MM-DD hh:mm:ss) at start of bin|datetime|dateTime|YYYY-MM-DD hh:mm:ss|1|||||||
32|2|2|d_time_utc|time_utc|Time UTC|UTC time string (YYYY-MM-DD hh:mm:ss) at start of bin|datetime|dateTime|YYYY-MM-DD hh:mm:ss|1|||||||
32|3|1|w_time_local|time_local|Moorea local time|Moorea local time string (YYYY-MM-DD hh:mm:ss) at start of bin|datetime|dateTime|YYYY-MM-DD hh:mm:ss|1|||||||
32|3|2|w_time_utc|time_utc|Time UTC|UTC time string (YYYY-MM-DD hh:mm:ss) at start of bin|datetime|dateTime|YYYY-MM-DD hh:mm:ss|1|||||||
4005|3|29|deployment.Sample_Count|Sample_Count|Sample_Count|Sample_Count information from file header for this deployment.|string|nominalText||||text|||||
32|4|1|m_time_local|time_local|Moorea local time|Moorea local time string (YYYY-MM-DD hh:mm:ss) at start of bin|datetime|dateTime|YYYY-MM-DD hh:mm:ss|1|||||||
32|4|2|m_time_utc|time_utc|Time UTC|UTC time string (YYYY-MM-DD hh:mm:ss) at start of bin|datetime|dateTime|YYYY-MM-DD hh:mm:ss|1|||||||
4005|3|30|deployment.notes|notes|notes|Notes of unusual conditions or caveats.|string|nominalText||||text|||||
32|5|1|y_time_local|time_local|Moorea local time|Moorea local time string (YYYY-MM-DD hh:mm:ss) at start of bin|datetime|dateTime|YYYY-MM-DD hh:mm:ss|1|||||||
32|5|2|y_time_utc|time_utc|Time UTC|UTC time string (YYYY-MM-DD hh:mm:ss) at start of bin|datetime|dateTime|YYYY-MM-DD hh:mm:ss|1|||||||
5|1|1|year|Year|Year|Calendar year|Integer|dateTime|YYYY|1 year|||||||
5|1|2|month|Month|Month|Month of data analysis|Integer|dateTime|MM|1 month|||||||
33|1|2|year2|year|year|4 digit year in UTC|integer|dateTime|yyyy|1|||||||<missingValueCode><code>9999</code><codeExplanation>not available</codeExplanation></missingValueCode>
33|1|3|month3|month|month|2 digit month in UTC|integer|dateTime|mm|1|||||||<missingValueCode><code>9999</code><codeExplanation>not available</codeExplanation></missingValueCode>
33|2|1|d_time_local|time_local|Moorea local time|Moorea local time string (YYYY-MM-DD hh:mm:ss) at start of bin|datetime|dateTime|YYYY-MM-DD hh:mm:ss|1|||||||
33|2|2|d_time_utc|time_utc|Time UTC|UTC time string (YYYY-MM-DD hh:mm:ss) at start of bin|datetime|dateTime|YYYY-MM-DD hh:mm:ss|1|||||||
33|3|1|w_time_local|time_local|Moorea local time|Moorea local time string (YYYY-MM-DD hh:mm:ss) at start of bin|datetime|dateTime|YYYY-MM-DD hh:mm:ss|1|||||||
33|3|2|w_time_utc|time_utc|Time UTC|UTC time string (YYYY-MM-DD hh:mm:ss) at start of bin|datetime|dateTime|YYYY-MM-DD hh:mm:ss|1|||||||
33|4|1|m_time_local|time_local|Moorea local time|Moorea local time string (YYYY-MM-DD hh:mm:ss) at start of bin|datetime|dateTime|YYYY-MM-DD hh:mm:ss|1|||||||
33|4|2|m_time_utc|time_utc|Time UTC|UTC time string (YYYY-MM-DD hh:mm:ss) at start of bin|datetime|dateTime|YYYY-MM-DD hh:mm:ss|1|||||||
33|5|1|y_time_local|time_local|Moorea local time|Moorea local time string (YYYY-MM-DD hh:mm:ss) at start of bin|datetime|dateTime|YYYY-MM-DD hh:mm:ss|1|||||||
33|5|2|y_time_utc|time_utc|Time UTC|UTC time string (YYYY-MM-DD hh:mm:ss) at start of bin|datetime|dateTime|YYYY-MM-DD hh:mm:ss|1|||||||
4|1|1|date|Date|Date|Year and Month of Observation as YYYY-MM.|date|dateTime|YYYY-MM|1 Month|||||||
4|1|2|location|Location|Location|Name of the unique quadrat at which the observation was made.|varchar|nominalText||||text|||||
4|1|3|location_site|Site|Site|Name of the site.|string|nominalEnum|||<codeDefinition><code>LTER 1</code><definition>LTER 1</definition></codeDefinition><codeDefinition><code>LTER 2</code><definition>LTER 2</definition></codeDefinition><codeDefinition><code>LTER 3</code><definition>LTER 3</definition></codeDefinition><codeDefinition><code>LTER 4</code><definition>LTER 4</definition></codeDefinition><codeDefinition><code>LTER 5</code><definition>LTER 5</definition></codeDefinition><codeDefinition><code>LTER 6</code><definition>LTER 6</definition></codeDefinition>||||||
4|1|4|location_habitat|Habitat|Habitat|Name of the habitat.|string|nominalEnum|||<codeDefinition><code>Fringing</code><definition>Fringing Reef</definition></codeDefinition><codeDefinition><code>Backreef</code><definition>Backreef</definition></codeDefinition><codeDefinition><code>Outer 10</code><definition>Forereef at 10 m depth</definition></codeDefinition><codeDefinition><code>Outer 17</code><definition>Forereef at 17 m depth</definition></codeDefinition>||||||
4|1|5|location_transect|Transect|Transect|Transect number.|string|nominalEnum|||<codeDefinition><code>1</code><definition>Coral Transect Pole 1-2</definition></codeDefinition><codeDefinition><code>2</code><definition>Coral Transect Pole 2-3</definition></codeDefinition><codeDefinition><code>3</code><definition>Coral Transect Pole 3-4</definition></codeDefinition><codeDefinition><code>4</code><definition>Coral Transect Pole 4-5</definition></codeDefinition><codeDefinition><code>5</code><definition>Coral Transect Pole 5-6</definition></codeDefinition>||||||
5|1|3|first_day|first_day|First Day|First day of month|Integer|dateTime|DD|nominalDay|||||||
4|1|6|location_quad|Quadrat|Quadrat|Quadrat number identifies the quadrat.|string|nominalEnum|||<codeDefinition><code>1</code><definition>Quad 1</definition></codeDefinition><codeDefinition><code>2</code><definition>Quad 2</definition></codeDefinition><codeDefinition><code>3</code><definition>Quad 3</definition></codeDefinition><codeDefinition><code>4</code><definition>Quad 4</definition></codeDefinition><codeDefinition><code>5</code><definition>Quad 5</definition></codeDefinition><codeDefinition><code>6</code><definition>Quad 6</definition></codeDefinition><codeDefinition><code>7</code><definition>Quad 7</definition></codeDefinition><codeDefinition><code>8</code><definition>Quad 8</definition></codeDefinition>||||||
4|1|7|taxonomy|Taxonomy_Substrate_or_Functional_Group|Taxonomy / Substrate / Functional Group|Either the Taxonomy of the observed Coral, or the Name of the observed Substrate or Functional Group.|varchar|nominalText||||text|||||
4|2|1|date_wide|Date|Date|Year and Month of Observation as YYYY-MM.|date|dateTime|YYYY-MM|1 Month|||||||
4|2|2|location_wide|Location|Location|Name of the unique quadrat at which the observation was made.|varchar|nominalText||||text|||||
4001|1|1|nominal_year_1|nominal_year|Year|Year at end of tile deployment. Sep-Jan deployments span part of the previous year.|date|dateTime|YYYY|1 Year|||||||
4001|1|2|season_1|season|Season|Season of deployment; the part of the year. Actual months may vary.|string|nominalEnum|||<codeDefinition><code>jan-sep</code><definition>Tile installed (deployed) around January and retrieved around September.</definition></codeDefinition><codeDefinition><code>sep-jan</code><definition>Tile installed (deployed) around September and retrieved in January or early Feburary.</definition></codeDefinition><codeDefinition><code>jan-apr</code><definition>Not expected to have data; tile lost to cyclone.</definition></codeDefinition><codeDefinition><code>apr-sep</code><definition>Tile re-deployed after cyclone Oli.</definition></codeDefinition>||||||
4001|1|3|location|location|Location|Location where tiles were deployed.|varchar|nominalEnum|||<codeDefinition><code>LTER 1 Outer 10m Coral Recruit Tiles</code><definition>LTER 1 Outer 10m Coral Recruit Tiles</definition></codeDefinition><codeDefinition><code>LTER 1 Outer 17m Coral Recruit Tiles</code><definition>LTER 1 Outer 17m Coral Recruit Tiles</definition></codeDefinition><codeDefinition><code>LTER 2 Outer 10m Coral Recruit Tiles</code><definition>LTER 2 Outer 10m Coral Recruit Tiles</definition></codeDefinition><codeDefinition><code>LTER 2 Outer 17m Coral Recruit Tiles</code><definition>LTER 2 Outer 17m Coral Recruit Tiles</definition></codeDefinition><codeDefinition><code>TILES-1</code><definition>TILES-1</definition></codeDefinition><codeDefinition><code>TILES-2</code><definition>TILES-2</definition></codeDefinition><codeDefinition><code>TILES-3</code><definition>TILES-3</definition></codeDefinition><codeDefinition><code>TILES-4</code><definition>TILES-4</definition></codeDefinition><codeDefinition><code>TILES-5</code><definition>TILES-5</definition></codeDefinition><codeDefinition><code>TILES-6</code><definition>TILES-6</definition></codeDefinition><codeDefinition><code>TILES-7</code><definition>TILES-7</definition></codeDefinition><codeDefinition><code>TILES-8</code><definition>TILES-8</definition></codeDefinition><codeDefinition><code>TILES-9</code><definition>TILES-9</definition></codeDefinition><codeDefinition><code>TILES-10</code><definition>TILES-10</definition></codeDefinition>||||||
4001|1|4|shore|shore|Shore|Island shore (north, east, or west)|string|nominalEnum|||<codeDefinition><code>north</code><definition>North shore</definition></codeDefinition><codeDefinition><code>east</code><definition>East shore</definition></codeDefinition><codeDefinition><code>west</code><definition>West shore</definition></codeDefinition>||||||<missingValueCode><code>na</code><codeExplanation>Not available</codeExplanation></missingValueCode>
4001|1|5|habitat|habitat|Habitat|Coral reef habitat|string|nominalEnum|||<codeDefinition><code>Backreef</code><definition>Backreef</definition></codeDefinition><codeDefinition><code>Lagoon</code><definition>Lagoon; not strictly synonymous with Backreef</definition></codeDefinition><codeDefinition><code>Forereef</code><definition>Forereef; synonymous with Outer reef</definition></codeDefinition>||||||<missingValueCode><code>na</code><codeExplanation>Not available</codeExplanation></missingValueCode>
4001|1|6|tile_id|tile_id|Tile ID|Tile identifier. Tiles are numbered for identification.|string|nominalText||||An integer as text|||||
